Date,Alemania,Sudáfrica,España
2022-10-14 00:00:00+00:00,34517327,4022973,13462593
2022-10-15 00:00:00+00:00,34517327,4023358,13462593
2022-10-16 00:00:00+00:00,34517327,4023358,13462593
2022-10-17 00:00:00+00:00,34608837,4023732,13462593
2022-10-18 00:00:00+00:00,34758889,4024129,13462593
2022-10-19 00:00:00+00:00,34888963,4024553,13462593
2022-10-20 00:00:00+00:00,35005769,4024959,13462593
2022-10-21 00:00:00+00:00,35098062,4025375,13486386
2022-10-22 00:00:00+00:00,35098062,4025375,13486386
2022-10-23 00:00:00+00:00,35098062,4025375,13486386
2022-10-24 00:00:00+00:00,35172694,4026068,13488015
2022-10-25 00:00:00+00:00,35288228,4026437,13488015
2022-10-26 00:00:00+00:00,35383015,4026786,13488015
2022-10-27 00:00:00+00:00,35461920,4027157,13488015
2022-10-28 00:00:00+00:00,35523412,4027567,13511768
2022-10-29 00:00:00+00:00,35523412,4027744,13511768
2022-10-30 00:00:00+00:00,35523412,4028160,13511768
2022-10-31 00:00:00+00:00,35571131,4028308,13511768
2022-11-01 00:00:00+00:00,35619687,4028651,13511768
2022-11-02 00:00:00+00:00,35649648,4029027,13511768
2022-11-03 00:00:00+00:00,35728277,4029496,13511768
2022-11-04 00:00:00+00:00,35784912,4029737,13529643
2022-11-05 00:00:00+00:00,35784912,4029737,13529643
2022-11-06 00:00:00+00:00,35784912,4029942,13529643
2022-11-07 00:00:00+00:00,35823771,4030660,13529643
2022-11-08 00:00:00+00:00,35884834,4031096,13529643
2022-11-09 00:00:00+00:00,35932654,4031624,13529643
2022-11-10 00:00:00+00:00,35971322,4032109,13529643
2022-11-11 00:00:00+00:00,36005025,4032718,13543816
2022-11-12 00:00:00+00:00,36005025,4033182,13551539
2022-11-13 00:00:00+00:00,36005025,4033182,13551539
2022-11-14 00:00:00+00:00,36033395,4034343,13551539
2022-11-15 00:00:00+00:00,36080574,4035522,13551539
2022-11-16 00:00:00+00:00,36119184,4036165,13551539
2022-11-17 00:00:00+00:00,36152490,4036623,13551539
2022-11-18 00:00:00+00:00,36180077,4037221,13573721
2022-11-19 00:00:00+00:00,36180077,4037221,13573721
2022-11-20 00:00:00+00:00,36180077,4037221,13573721
2022-11-21 00:00:00+00:00,36205405,4038121,13573721
2022-11-22 00:00:00+00:00,36247081,4038501,13573721
2022-11-23 00:00:00+00:00,36280371,4039344,13573721
2022-11-24 00:00:00+00:00,36318461,4039858,13573721
2022-11-25 00:00:00+00:00,36348477,4040289,13595504
2022-11-26 00:00:00+00:00,36348477,4040289,13595504
2022-11-27 00:00:00+00:00,36348477,4040712,13595504
2022-11-28 00:00:00+00:00,36373165,4040980,13595504
2022-11-29 00:00:00+00:00,36419717,4041445,13595504
2022-11-30 00:00:00+00:00,36463485,4041890,13595504
2022-12-01 00:00:00+00:00,36499600,4042208,13595504
2022-12-02 00:00:00+00:00,36530020,4042520,13614807
2022-12-03 00:00:00+00:00,36530020,4042769,13614807
2022-12-04 00:00:00+00:00,36530020,4042912,13614807
2022-12-05 00:00:00+00:00,36557861,4043017,13614807
2022-12-06 00:00:00+00:00,36604648,4043242,13614807
2022-12-07 00:00:00+00:00,36649979,4043543,13614807
2022-12-08 00:00:00+00:00,36690235,4044422,13614807
2022-12-09 00:00:00+00:00,36726061,4044761,13632635
2022-12-10 00:00:00+00:00,36726061,4045070,13632635
2022-12-11 00:00:00+00:00,36726061,4045262,13632635
2022-12-12 00:00:00+00:00,36758926,4045262,13632635
2022-12-13 00:00:00+00:00,36812671,4045472,13632635
2022-12-14 00:00:00+00:00,36860998,4045472,13632635
2022-12-15 00:00:00+00:00,36905873,4046150,13632635
2022-12-16 00:00:00+00:00,36946574,4046568,13651239
2022-12-17 00:00:00+00:00,36946574,4046603,13651239
2022-12-18 00:00:00+00:00,36946574,4046603,13651239
2022-12-19 00:00:00+00:00,36980883,4046603,13651239
2022-12-20 00:00:00+00:00,37035898,4046986,13651239
2022-12-21 00:00:00+00:00,37088426,4046986,13651239
2022-12-22 00:00:00+00:00,37136414,4047273,13651239
2022-12-23 00:00:00+00:00,37177845,4047681,13670037
2022-12-24 00:00:00+00:00,37177845,4048047,13670037
2022-12-25 00:00:00+00:00,37177845,4048199,13670037
2022-12-26 00:00:00+00:00,37177845,4048281,13670037
2022-12-27 00:00:00+00:00,37211978,4048435,13670037
2022-12-28 00:00:00+00:00,37272430,4048580,13670037
2022-12-29 00:00:00+00:00,37345969,4048580,13670037
2022-12-30 00:00:00+00:00,37369865,4048998,13684258
2022-12-31 00:00:00+00:00,37369866,4049202,13684258
2023-01-01 00:00:00+00:00,37369867,4049319,13684258
2023-01-02 00:00:00+00:00,37410650,4049366,13684258
2023-01-03 00:00:00+00:00,37446795,4049454,13684258
2023-01-04 00:00:00+00:00,37475448,4049479,13684258
2023-01-05 00:00:00+00:00,37496370,4049836,13693478
2023-01-06 00:00:00+00:00,37509539,4050050,13693478
2023-01-07 00:00:00+00:00,37509539,4050050,13693478
2023-01-08 00:00:00+00:00,37509539,4050082,13693478
2023-01-09 00:00:00+00:00,37540072,4050288,13693478
2023-01-10 00:00:00+00:00,37562191,4050288,13693478
2023-01-11 00:00:00+00:00,37581570,4050890,13693478
2023-01-12 00:00:00+00:00,37594526,4051060,13693478
2023-01-13 00:00:00+00:00,37605135,4051243,13711251
2023-01-14 00:00:00+00:00,37605135,4051607,13711251
2023-01-15 00:00:00+00:00,37605135,4051787,13711251
2023-01-16 00:00:00+00:00,37622357,4051891,13711251
2023-01-17 00:00:00+00:00,37637807,4052114,13711251
2023-01-18 00:00:00+00:00,37649808,4052988,13711251
2023-01-19 00:00:00+00:00,37659518,4053527,13711251
2023-01-20 00:00:00+00:00,37668384,4053796,13722677
2023-01-21 00:00:00+00:00,37668384,4053796,13722677
2023-01-22 00:00:00+00:00,37668384,4054160,13722677
2023-01-23 00:00:00+00:00,37684456,4054267,13722677
2023-01-24 00:00:00+00:00,37701193,4054522,13722677
2023-01-25 00:00:00+00:00,37715000,4054803,13722677
2023-01-26 00:00:00+00:00,37728155,4055054,13722677
2023-01-27 00:00:00+00:00,37739472,4055284,13731478
2023-01-28 00:00:00+00:00,37739472,4055284,13731478
2023-01-29 00:00:00+00:00,37739472,4055416,13731478
2023-01-30 00:00:00+00:00,37758773,4055720,13731478
2023-01-31 00:00:00+00:00,37779833,4055966,13731478
2023-02-01 00:00:00+00:00,37796790,4056201,13731478
2023-02-02 00:00:00+00:00,37810199,4056458,13731478
2023-02-03 00:00:00+00:00,37822577,4056701,13740531
2023-02-04 00:00:00+00:00,37822577,4056701,13740531
2023-02-05 00:00:00+00:00,37822577,4056701,13740531
2023-02-06 00:00:00+00:00,37842223,4057211,13740531
2023-02-07 00:00:00+00:00,37861703,4057211,13740531
2023-02-08 00:00:00+00:00,37879714,4057211,13740531
2023-02-09 00:00:00+00:00,37893892,4057211,13740531
2023-02-10 00:00:00+00:00,37893892,4057211,13748918
2023-02-11 00:00:00+00:00,37907312,4057211,13748918
2023-02-12 00:00:00+00:00,37907312,4057211,13748918
2023-02-13 00:00:00+00:00,37928944,4058966,13748918
2023-02-14 00:00:00+00:00,37949446,4059348,13748918
2023-02-15 00:00:00+00:00,37970357,4059348,13748918
2023-02-16 00:00:00+00:00,37986750,4060077,13748918
2023-02-17 00:00:00+00:00,38002114,4060349,13755956
2023-02-18 00:00:00+00:00,38002114,4060349,13755956
2023-02-19 00:00:00+00:00,38002114,4060349,13755956
2023-02-20 00:00:00+00:00,38018111,4061085,13755956
2023-02-21 00:00:00+00:00,38043874,4061085,13755956
2023-02-22 00:00:00+00:00,38068912,4061085,13755956
2023-02-23 00:00:00+00:00,38090089,4061085,13755956
2023-02-24 00:00:00+00:00,38111063,4061383,13763336
2023-02-25 00:00:00+00:00,38111063,4061383,13763336
2023-02-26 00:00:00+00:00,38111063,4061383,13763336
2023-02-27 00:00:00+00:00,38144033,4063237,13763336
2023-02-28 00:00:00+00:00,38168908,4063573,13763336
2023-03-01 00:00:00+00:00,38189954,4063863,13763336
2023-03-02 00:00:00+00:00,38202571,4064457,13763336
2023-03-03 00:00:00+00:00,38210850,4064889,13770429
2023-03-04 00:00:00+00:00,38210850,4064889,13770429
2023-03-05 00:00:00+00:00,38210851,4064889,13770429
2023-03-06 00:00:00+00:00,38210851,4065857,13770429
2023-03-07 00:00:00+00:00,38231610,4066044,13770429
2023-03-08 00:00:00+00:00,38241231,4066641,13770429
2023-03-09 00:00:00+00:00,38249060,4067067,13770429
